group_id	base_group_id	perturbation_level	base_sessions	output_sessions	dropped_sessions	substituted_sessions	rotated_endpoints	jittered_sessions	payload_changed_sessions	background_sessions
ceb_g_ba1502ba1bc1fb1aa599	cea_g_4a494ab37b379c559aae	0.40	58	58	3	4	22	55	55	3
ceb_g_496a3abe48f3cc339596	cea_g_4a494ab37b379c559aae	0.50	58	57	5	3	25	53	53	4
ceb_g_8f90cdd34a8b00708747	cea_g_4a494ab37b379c559aae	0.60	58	59	4	5	29	54	54	5
ceb_g_3535ef8dec371afa1dc5	cea_g_4a51a87e1bd74ebfecd0	0.10	51	52	0	2	1	51	51	1
ceb_g_6b0e8707f96463426ed1	cea_g_4a51a87e1bd74ebfecd0	0.20	51	53	0	0	16	51	50	2
ceb_g_0d5c81fec486e3a86220	cea_g_4a51a87e1bd74ebfecd0	0.30	51	51	2	4	10	49	49	2
ceb_g_5131f3c0366c9c4e7465	cea_g_4a51a87e1bd74ebfecd0	0.40	51	52	2	1	22	49	49	3
ceb_g_e982f9429c32a3c45347	cea_g_4a51a87e1bd74ebfecd0	0.50	51	51	4	4	17	47	47	4
ceb_g_f31396245c69bf363da7	cea_g_4a51a87e1bd74ebfecd0	0.60	51	52	4	2	30	47	47	5
ceb_g_ee104b6e23420dd5cf68	cea_g_4a665e51a7b215189424	0.10	50	48	3	2	4	47	46	1
ceb_g_a8ef6ceeb2c53a13f303	cea_g_4a665e51a7b215189424	0.20	50	49	3	0	12	47	47	2
ceb_g_a85dd2774ddca66e1456	cea_g_4a665e51a7b215189424	0.30	50	48	4	1	11	46	46	2
ceb_g_9936403081db68ea7d16	cea_g_4a665e51a7b215189424	0.40	50	49	4	1	15	46	46	3
ceb_g_0f8a44992c6caf9f8be8	cea_g_4a665e51a7b215189424	0.50	50	52	2	8	21	48	48	4
ceb_g_e7877cbaa66e05e37b4a	cea_g_4a665e51a7b215189424	0.60	50	48	6	4	22	44	44	4
ceb_g_6f9ac1034c6824eb7b71	cea_g_4b1c852bb23b4e992924	0.10	52	53	0	0	7	52	50	1
ceb_g_6f64823a1d1d31a55a7e	cea_g_4b1c852bb23b4e992924	0.20	52	53	1	3	9	51	50	2
ceb_g_bd3931bbb7a89fcece77	cea_g_4b1c852bb23b4e992924	0.30	52	53	1	3	15	51	51	2
ceb_g_eae960a109fc28e6c6d2	cea_g_4b1c852bb23b4e992924	0.40	52	48	7	7	17	45	45	3
ceb_g_fa81ecdf4226c3d71f80	cea_g_4b1c852bb23b4e992924	0.50	52	49	7	4	25	45	45	4
ceb_g_dc93b9a833a8d7f53c48	cea_g_4b1c852bb23b4e992924	0.60	52	51	6	6	26	46	46	5
ceb_g_c88d8eceed3ec7cc3280	cea_g_4b40e187dffc4c1b38d1	0.10	54	54	1	4	8	53	53	1
ceb_g_e73f00cd0da330f995c0	cea_g_4b40e187dffc4c1b38d1	0.20	54	50	6	3	9	48	48	2
ceb_g_131a1ea28d7431ec9bcd	cea_g_4b40e187dffc4c1b38d1	0.30	54	56	0	5	20	54	54	2
ceb_g_bcbcd26d7eda269d5cf2	cea_g_4b40e187dffc4c1b38d1	0.40	54	55	2	2	23	52	51	3
ceb_g_e222c37ee693c89c169b	cea_g_4b40e187dffc4c1b38d1	0.50	54	57	1	2	29	53	52	4
ceb_g_883e728105426ede2b22	cea_g_4b40e187dffc4c1b38d1	0.60	54	52	7	4	32	47	47	5
ceb_g_88d06147271c974ddd19	cea_g_4b5cc408d4f6efcef054	0.10	58	57	2	1	6	56	56	1
ceb_g_1eae76cfc948f71bc954	cea_g_4b5cc408d4f6efcef054	0.20	58	58	2	1	11	56	56	2
ceb_g_271ec944e3f981a157cb	cea_g_4b5cc408d4f6efcef054	0.30	58	59	2	1	18	56	56	3
ceb_g_00645467264b959f5579	cea_g_4b5cc408d4f6efcef054	0.40	58	58	3	7	18	55	55	3
ceb_g_b96ceff90773837ae02a	cea_g_4b5cc408d4f6efcef054	0.50	58	57	5	4	28	53	53	4
ceb_g_6d951438db0a343b2832	cea_g_4b5cc408d4f6efcef054	0.60	58	55	8	6	33	50	50	5
ceb_g_6660e51abdaabb4436df	cea_g_4bab4728fddc04f5aaf4	0.10	51	50	2	0	4	49	47	1
ceb_g_769ac62602f6b1bcd4d6	cea_g_4bab4728fddc04f5aaf4	0.20	51	52	1	1	12	50	50	2
ceb_g_b6d5dd81c34c7d4ab31c	cea_g_4bab4728fddc04f5aaf4	0.30	51	52	1	4	16	50	50	2
ceb_g_607d9f5cf93afcc92bca	cea_g_4bab4728fddc04f5aaf4	0.40	51	48	6	2	21	45	45	3
ceb_g_24dda8e9c43a4b2e9d0d	cea_g_4bab4728fddc04f5aaf4	0.50	51	51	4	0	25	47	46	4
ceb_g_6da2f16696e4196594a3	cea_g_4bab4728fddc04f5aaf4	0.60	51	49	7	7	28	44	43	5
ceb_g_6aafbdf7eefe259b0bc0	cea_g_4d1ba82d8a8b91653347	0.10	48	48	1	3	5	47	47	1
ceb_g_1c32896c6ddd00688877	cea_g_4d1ba82d8a8b91653347	0.20	48	48	1	2	16	47	46	1
ceb_g_d7d2615b9cf3b0988a83	cea_g_4d1ba82d8a8b91653347	0.30	48	47	3	1	15	45	45	2
ceb_g_83f4749747769af6dda5	cea_g_4d1ba82d8a8b91653347	0.40	48	49	2	4	18	46	46	3
ceb_g_08447f13a2440923681c	cea_g_4d1ba82d8a8b91653347	0.50	48	46	6	4	18	42	42	4
ceb_g_905bb0cb2f49bc7d51ca	cea_g_4d1ba82d8a8b91653347	0.60	48	45	7	3	24	41	41	4
ceb_g_899e8636d562a20344e9	cea_g_4d9f9691618558b65c41	0.10	66	67	0	3	5	66	64	1
ceb_g_4171cb7870d4d5dfd321	cea_g_4d9f9691618558b65c41	0.20	66	63	5	0	9	61	61	2
ceb_g_c6d89d6878a68f3b0912	cea_g_4d9f9691618558b65c41	0.30	66	63	6	1	16	60	60	3
ceb_g_c693da3a6806a6eb9073	cea_g_4d9f9691618558b65c41	0.40	66	64	6	3	25	60	60	4
ceb_g_ae8650142ffd0d47f9fe	cea_g_4d9f9691618558b65c41	0.50	66	65	6	4	29	60	60	5
ceb_g_d38f686e707bc846bdd0	cea_g_4d9f9691618558b65c41	0.60	66	60	12	3	38	54	54	6
ceb_g_4badb31e0594e1f6fd24	cea_g_4db2f9550c81b1d11e57	0.10	58	58	1	3	6	57	56	1
ceb_g_5dbbc97b5945cc946949	cea_g_4db2f9550c81b1d11e57	0.20	58	59	1	1	12	57	56	2
ceb_g_2ebf2a88e64328bca274	cea_g_4db2f9550c81b1d11e57	0.30	58	59	2	1	19	56	56	3
ceb_g_a338617a589943c21e5b	cea_g_4db2f9550c81b1d11e57	0.40	58	57	4	3	27	54	54	3
ceb_g_744cf90c2f35cd72e3c7	cea_g_4db2f9550c81b1d11e57	0.50	58	56	6	4	26	52	52	4
ceb_g_3ad5ddf7dd70d1d32818	cea_g_4db2f9550c81b1d11e57	0.60	58	59	4	6	32	54	54	5
ceb_g_0062429c8959cf2b5f1a	cea_g_4eecc94fa0d337e459ee	0.10	53	54	0	0	4	53	53	1
ceb_g_1f2524070914ae12cb28	cea_g_4eecc94fa0d337e459ee	0.20	53	53	2	0	8	51	51	2
ceb_g_6a84b391fee9b5295f3c	cea_g_4eecc94fa0d337e459ee	0.30	53	53	2	1	21	51	51	2
ceb_g_de38dd87357e1f42b237	cea_g_4eecc94fa0d337e459ee	0.40	53	54	2	3	20	51	51	3
ceb_g_f4c2dff15c0218b5770c	cea_g_4eecc94fa0d337e459ee	0.50	53	52	5	1	24	48	48	4
ceb_g_95d7357b2cfb10ef18b3	cea_g_4eecc94fa0d337e459ee	0.60	53	51	7	3	27	46	46	5
ceb_g_fa0013c6f18312e6a1c8	cea_g_4f6ed4ff28da7293ff1f	0.10	56	56	1	0	7	55	53	1
ceb_g_cff0a200ca14ddb94ad9	cea_g_4f6ed4ff28da7293ff1f	0.20	56	56	2	2	11	54	54	2
ceb_g_db4245e2a60c90387f53	cea_g_4f6ed4ff28da7293ff1f	0.30	56	54	5	4	16	51	51	3
ceb_g_c155ef87413d1ecf53db	cea_g_4f6ed4ff28da7293ff1f	0.40	56	54	5	3	24	51	50	3
ceb_g_e35014d57fc8d0503bc3	cea_g_4f6ed4ff28da7293ff1f	0.50	56	55	5	3	29	51	50	4
ceb_g_6e332eda510e767b93c2	cea_g_4f6ed4ff28da7293ff1f	0.60	56	53	8	3	32	48	48	5
ceb_g_70cd8d78bdc0e2d53e4c	cea_g_50456177ada6e192e96e	0.10	63	63	1	2	5	62	62	1
ceb_g_eecdab9d057089203386	cea_g_50456177ada6e192e96e	0.20	63	62	3	3	13	60	59	2
ceb_g_c5c74129ae13e9abadad	cea_g_50456177ada6e192e96e	0.30	63	65	1	2	17	62	62	3
ceb_g_05a6ab7e961567c66694	cea_g_50456177ada6e192e96e	0.40	63	63	4	1	19	59	59	4
ceb_g_a0526ed1ad007ffcf18e	cea_g_50456177ada6e192e96e	0.50	63	61	7	4	21	56	56	5
ceb_g_f629f089749b1026a69b	cea_g_50456177ada6e192e96e	0.60	63	59	10	4	29	53	52	6
ceb_g_fa985c6cc643007772c4	cea_g_5066b7185cb2238af71c	0.10	54	54	1	0	6	53	51	1
ceb_g_b664d8b4b72cd9cbd43a	cea_g_5066b7185cb2238af71c	0.20	54	56	0	2	13	54	52	2
ceb_g_c79fc27a0a54b5765281	cea_g_5066b7185cb2238af71c	0.30	54	52	4	3	14	50	50	2
ceb_g_5eea4d2b47048bfdcc11	cea_g_5066b7185cb2238af71c	0.40	54	53	4	1	19	50	49	3
ceb_g_8e648c4866cbaeed2c6c	cea_g_5066b7185cb2238af71c	0.50	54	47	11	3	28	43	43	4
ceb_g_63e763f163376cf5dc0c	cea_g_5066b7185cb2238af71c	0.60	54	50	9	7	22	45	45	5
ceb_g_dfe1bf18ece9af264c91	cea_g_50a47a54396bda469a89	0.10	53	51	3	2	8	50	50	1
ceb_g_ef4a63d79ea6e792fafa	cea_g_50a47a54396bda469a89	0.20	53	55	0	1	8	53	52	2
ceb_g_b640c09b58d76325e986	cea_g_50a47a54396bda469a89	0.30	53	53	2	3	17	51	51	2
ceb_g_9e03e1feb5b570f84224	cea_g_50a47a54396bda469a89	0.40	53	53	3	1	24	50	49	3
ceb_g_654ad0a278bc158e08a6	cea_g_50a47a54396bda469a89	0.50	53	50	7	7	29	46	46	4
ceb_g_c81c226f2b964cd012bf	cea_g_50a47a54396bda469a89	0.60	53	55	3	3	24	50	50	5
ceb_g_95ceb6508385663ed25b	cea_g_51b3830951e4ab0e5c9d	0.10	42	42	1	2	2	41	40	1
ceb_g_5830195ab6c977848c58	cea_g_51b3830951e4ab0e5c9d	0.20	42	41	2	3	10	40	40	1
ceb_g_cb139b3465773c42386f	cea_g_51b3830951e4ab0e5c9d	0.30	42	39	5	5	9	37	36	2
ceb_g_499dbc0a28aec4972586	cea_g_51b3830951e4ab0e5c9d	0.40	42	41	4	3	14	38	38	3
ceb_g_dcf67058e9ae75c8f481	cea_g_51b3830951e4ab0e5c9d	0.50	42	41	4	1	19	38	38	3
ceb_g_44eb11116bdc11a12e02	cea_g_51b3830951e4ab0e5c9d	0.60	42	44	2	5	28	40	40	4
ceb_g_0a9756d353fd8a14a585	cea_g_531ab70ace5757f1301a	0.10	60	60	1	2	7	59	59	1
ceb_g_42ad47c406cfe6db8573	cea_g_531ab70ace5757f1301a	0.20	60	62	0	0	10	60	59	2
ceb_g_029948d70f7ff0b1b84e	cea_g_531ab70ace5757f1301a	0.30	60	57	6	4	15	54	54	3
ceb_g_2b3e1a7cbd466f1732fa	cea_g_531ab70ace5757f1301a	0.40	60	63	1	3	20	59	59	4
ceb_g_639fe9b2e92ccedbc8c7	cea_g_531ab70ace5757f1301a	0.50	60	56	8	4	33	52	52	4
ceb_g_3ea85b48212f7d19d8f4	cea_g_531ab70ace5757f1301a	0.60	60	57	8	4	34	52	52	5
ceb_g_74c12df0029a4e42cf11	cea_g_536445bae4b13a465599	0.10	56	57	0	1	3	56	56	1
ceb_g_eb488dbb31bfdf1a09be	cea_g_536445bae4b13a465599	0.20	56	54	4	2	15	52	52	2
ceb_g_3bd975d30a5c9942ccf4	cea_g_536445bae4b13a465599	0.30	56	58	1	3	17	55	54	3
ceb_g_2f2685f6b10043799a25	cea_g_536445bae4b13a465599	0.40	56	52	7	4	24	49	49	3
ceb_g_abe6409dbbc2b10fd2bd	cea_g_536445bae4b13a465599	0.50	56	54	6	5	25	50	50	4
ceb_g_716542e088fbd88a078e	cea_g_536445bae4b13a465599	0.60	56	53	8	3	35	48	48	5
ceb_g_f0d18720f02806e9d2da	cea_g_53b01fd0dd46f4d2a44f	0.10	55	55	1	1	4	54	53	1
ceb_g_bfb897db333c0baabb01	cea_g_53b01fd0dd46f4d2a44f	0.20	55	57	0	2	7	55	55	2
ceb_g_d5d81bcc91bee2f72743	cea_g_53b01fd0dd46f4d2a44f	0.30	55	54	3	4	17	52	52	2
ceb_g_4b494109f9a0576a5021	cea_g_53b01fd0dd46f4d2a44f	0.40	55	56	2	4	26	53	53	3
ceb_g_66fe366034d263028a9f	cea_g_53b01fd0dd46f4d2a44f	0.50	55	53	6	3	19	49	49	4
ceb_g_22d4d44690b0a1844de9	cea_g_53b01fd0dd46f4d2a44f	0.60	55	50	10	4	31	45	45	5
ceb_g_273c06a8d8fe9a4ff44f	cea_g_544e76e567645a6bd4c7	0.10	57	57	1	1	7	56	55	1
ceb_g_1e1b93bb47cf77b13d35	cea_g_544e76e567645a6bd4c7	0.20	57	57	2	1	11	55	53	2
ceb_g_af341eb2baffbc4787b4	cea_g_544e76e567645a6bd4c7	0.30	57	58	2	4	19	55	54	3
ceb_g_bde5b1028ec0b4805100	cea_g_544e76e567645a6bd4c7	0.40	57	58	2	3	22	55	55	3
ceb_g_1b003bc58e4032dd48cf	cea_g_544e76e567645a6bd4c7	0.50	57	54	7	7	27	50	49	4
ceb_g_fddc160d04573b7a74e2	cea_g_544e76e567645a6bd4c7	0.60	57	56	6	4	30	51	51	5
ceb_g_b0a1e70a48e12316a8aa	cea_g_545fdae2854a2bad7850	0.10	48	48	1	1	4	47	46	1
ceb_g_6b25ce2ea7bbdec15147	cea_g_545fdae2854a2bad7850	0.20	48	45	4	2	8	44	44	1
ceb_g_66b5180b4e9efc5d72bb	cea_g_545fdae2854a2bad7850	0.30	48	50	0	4	17	48	47	2
ceb_g_e0b8e3a71645d8bbfd31	cea_g_545fdae2854a2bad7850	0.40	48	45	6	2	10	42	41	3
ceb_g_539f852b7e5b38172e54	cea_g_545fdae2854a2bad7850	0.50	48	49	3	1	20	45	45	4
ceb_g_560d96d63566fba7b7cd	cea_g_545fdae2854a2bad7850	0.60	48	47	5	2	23	43	43	4
ceb_g_9f4987af149aafe64f1b	cea_g_54f493dbb050ea11013e	0.10	42	43	0	0	4	42	42	1
ceb_g_4011d7623f71927b6cbe	cea_g_54f493dbb050ea11013e	0.20	42	41	2	0	7	40	39	1
ceb_g_7120213da1c48fe0ccf1	cea_g_54f493dbb050ea11013e	0.30	42	44	0	1	9	42	42	2
ceb_g_aa3cadfc58e1e28e262b	cea_g_54f493dbb050ea11013e	0.40	42	41	4	3	14	38	38	3
ceb_g_36df549510ceaebfe8d7	cea_g_54f493dbb050ea11013e	0.50	42	38	7	4	16	35	35	3
ceb_g_1f115db8aaa5cb263667	cea_g_54f493dbb050ea11013e	0.60	42	40	6	4	19	36	36	4
ceb_g_ef861e61917cc0a113b6	cea_g_5524cd9c9ee92c0802c0	0.10	53	51	3	0	3	50	47	1
ceb_g_795021c3d91dc910b3d1	cea_g_5524cd9c9ee92c0802c0	0.20	53	54	1	1	7	52	52	2
ceb_g_d1939855089c044b2fcc	cea_g_5524cd9c9ee92c0802c0	0.30	53	53	2	5	15	51	51	2
ceb_g_fa5f40b30c574b3aaf48	cea_g_5524cd9c9ee92c0802c0	0.40	53	50	6	1	17	47	46	3
ceb_g_179aebf74f56eee47b7c	cea_g_5524cd9c9ee92c0802c0	0.50	53	47	10	0	19	43	43	4
ceb_g_06f69fd28a7b527a63d7	cea_g_5524cd9c9ee92c0802c0	0.60	53	54	4	8	36	49	48	5
ceb_g_6f2d65fec22ecd3c5254	cea_g_557e3a500d6584496926	0.10	43	41	3	0	8	40	39	1
ceb_g_535ee2e2e3d7fd19e9db	cea_g_557e3a500d6584496926	0.20	43	41	3	3	11	40	40	1
ceb_g_04afcab733f6372740ce	cea_g_557e3a500d6584496926	0.30	43	43	2	2	12	41	41	2
ceb_g_e43ea705e8bb81bcfd8b	cea_g_557e3a500d6584496926	0.40	43	43	3	4	15	40	39	3
ceb_g_8c36aab252df6d30edab	cea_g_557e3a500d6584496926	0.50	43	40	6	1	18	37	37	3
ceb_g_7f1efb33add7a7f5e3ad	cea_g_557e3a500d6584496926	0.60	43	44	3	4	26	40	40	4
ceb_g_627f65c0406d9fc4d049	cea_g_559caa01e6b92fab6af7	0.10	51	49	3	0	4	48	48	1
ceb_g_ad12533496b0b8171e76	cea_g_559caa01e6b92fab6af7	0.20	51	51	2	0	6	49	49	2
ceb_g_3c1d94cdc4ef74b01035	cea_g_559caa01e6b92fab6af7	0.30	51	50	3	1	16	48	47	2
ceb_g_16bdd92a157936ec3e87	cea_g_559caa01e6b92fab6af7	0.40	51	47	7	1	22	44	44	3
ceb_g_468c9fdab1e69cc90c5b	cea_g_559caa01e6b92fab6af7	0.50	51	53	2	5	27	49	49	4
ceb_g_29db93ac79a060fd513e	cea_g_559caa01e6b92fab6af7	0.60	51	53	3	4	23	48	47	5
ceb_g_653b40aa395926d04561	cea_g_55f48ea74fd19bc62601	0.10	53	51	3	1	5	50	50	1
ceb_g_d8bd7678efadc2ad7344	cea_g_55f48ea74fd19bc62601	0.20	53	55	0	2	10	53	53	2
ceb_g_495a1061e4f0f1276d80	cea_g_55f48ea74fd19bc62601	0.30	53	51	4	4	16	49	49	2
ceb_g_9b18c8f03413a647805f	cea_g_55f48ea74fd19bc62601	0.40	53	54	2	1	15	51	51	3
ceb_g_03da2e5fa066c75b58d1	cea_g_55f48ea74fd19bc62601	0.50	53	52	5	3	23	48	48	4
ceb_g_d676f4426e96db08e9ec	cea_g_55f48ea74fd19bc62601	0.60	53	53	5	4	32	48	47	5
ceb_g_b157e0c838f4afe5aba7	cea_g_566084d1de9b82f661eb	0.10	66	67	0	0	13	66	64	1
ceb_g_1439a85e6343f42e08a2	cea_g_566084d1de9b82f661eb	0.20	66	66	2	2	17	64	64	2
ceb_g_36a59d7a67854ab10cac	cea_g_566084d1de9b82f661eb	0.30	66	68	1	4	21	65	65	3
ceb_g_39bc23ed2c59fc1384b6	cea_g_566084d1de9b82f661eb	0.40	66	66	4	5	21	62	62	4
ceb_g_98ce1e3b706af6a16aa1	cea_g_566084d1de9b82f661eb	0.50	66	70	1	7	32	65	64	5
ceb_g_7f84106a24e5064d00a1	cea_g_566084d1de9b82f661eb	0.60	66	66	6	5	36	60	60	6
ceb_g_4a75565911e1b7bdadff	cea_g_56d55cb18682ee444aa4	0.10	44	44	1	0	4	43	42	1
ceb_g_61d7300827c63bc12116	cea_g_56d55cb18682ee444aa4	0.20	44	45	0	0	7	44	43	1
ceb_g_c054b724a03623a32190	cea_g_56d55cb18682ee444aa4	0.30	44	42	4	0	16	40	40	2
ceb_g_141f41591fc55e1f1cdd	cea_g_56d55cb18682ee444aa4	0.40	44	43	4	3	17	40	40	3
ceb_g_68eb9d3d5099ceb8d20a	cea_g_56d55cb18682ee444aa4	0.50	44	43	4	2	23	40	40	3
ceb_g_7a1874fa7922faa596ce	cea_g_56d55cb18682ee444aa4	0.60	44	42	6	4	25	38	38	4
ceb_g_6f3513a8e37904c2c22f	cea_g_576202075fafb54c4f79	0.10	52	51	2	1	4	50	48	1
ceb_g_c96ac2b4e36862aa874b	cea_g_576202075fafb54c4f79	0.20	52	51	3	2	9	49	49	2
ceb_g_cc622fa2ec667317bf0a	cea_g_576202075fafb54c4f79	0.30	52	48	6	4	13	46	46	2
ceb_g_07067de6c1493ce9d054	cea_g_576202075fafb54c4f79	0.40	52	51	4	1	23	48	48	3
ceb_g_0891554b4bc386256443	cea_g_576202075fafb54c4f79	0.50	52	49	7	6	30	45	45	4
ceb_g_0d722afd412580f16645	cea_g_576202075fafb54c4f79	0.60	52	53	4	5	28	48	48	5
ceb_g_b3d581e200d175fe6326	cea_g_576aad777f06a921d08d	0.10	41	41	1	2	3	40	38	1
ceb_g_8be1fbfb8d6e4be5038b	cea_g_576aad777f06a921d08d	0.20	41	41	1	2	3	40	40	1
ceb_g_ffd717c9c7da373db5b7	cea_g_576aad777f06a921d08d	0.30	41	41	2	4	9	39	39	2
ceb_g_1f643f144cc9c8689216	cea_g_576aad777f06a921d08d	0.40	41	40	3	3	12	38	38	2
ceb_g_deec6753ac91e962a104	cea_g_576aad777f06a921d08d	0.50	41	43	1	2	22	40	39	3
ceb_g_a04bc4855bd460e468a3	cea_g_576aad777f06a921d08d	0.60	41	39	6	6	23	35	34	4
ceb_g_bf6e2f8570b65b6ab711	cea_g_578415ae40c7f722d292	0.10	46	46	1	0	1	45	45	1
ceb_g_6aca997616ff8db9042e	cea_g_578415ae40c7f722d292	0.20	46	47	0	1	9	46	46	1
ceb_g_96b3c99be05296e685b0	cea_g_578415ae40c7f722d292	0.30	46	44	4	3	13	42	41	2
ceb_g_250b78072ce341eb6373	cea_g_578415ae40c7f722d292	0.40	46	44	5	5	17	41	41	3
ceb_g_6f8bd4c71a9329af6726	cea_g_578415ae40c7f722d292	0.50	46	43	6	3	19	40	40	3
ceb_g_121c10ac39dd99fec6d5	cea_g_578415ae40c7f722d292	0.60	46	44	6	1	29	40	40	4
ceb_g_b90c3abfaad031d4462e	cea_g_579eed8f1157f73ef1a4	0.10	55	55	1	0	6	54	51	1
ceb_g_23499f5f2233ff3f1f5c	cea_g_579eed8f1157f73ef1a4	0.20	55	55	2	1	12	53	53	2
ceb_g_b6fb0f6d898aced0578b	cea_g_579eed8f1157f73ef1a4	0.30	55	50	7	4	20	48	48	2
ceb_g_f1e7b59312cb431d2e75	cea_g_579eed8f1157f73ef1a4	0.40	55	50	8	5	17	47	47	3
ceb_g_8378a3adf0bea665ff7c	cea_g_579eed8f1157f73ef1a4	0.50	55	53	6	5	29	49	49	4
ceb_g_2c86b51cec4f98b50aff	cea_g_579eed8f1157f73ef1a4	0.60	55	55	5	7	25	50	50	5
ceb_g_4ba845576fcdb615ab89	cea_g_588c1f3828d677e70a47	0.10	52	53	0	2	3	52	52	1
ceb_g_6dae14555d5db40f5c47	cea_g_588c1f3828d677e70a47	0.20	52	52	2	3	11	50	50	2
ceb_g_e47252454c50d70b3bd1	cea_g_588c1f3828d677e70a47	0.30	52	50	4	2	17	48	47	2
ceb_g_41478378edcb289a1e01	cea_g_588c1f3828d677e70a47	0.40	52	52	3	3	24	49	49	3
ceb_g_5fabfba8ade8cbc32df5	cea_g_588c1f3828d677e70a47	0.50	52	49	7	2	21	45	45	4
ceb_g_8b1d07241d88e620796f	cea_g_588c1f3828d677e70a47	0.60	52	54	3	4	25	49	49	5
ceb_g_7831b3c96c885a610be4	cea_g_588e4b4c079982c00418	0.10	43	43	1	1	4	42	40	1
ceb_g_b30dd43e6fc491d4ebdb	cea_g_588e4b4c079982c00418	0.20	43	44	0	2	9	43	43	1
ceb_g_6c5daacc01f69916aacb	cea_g_588e4b4c079982c00418	0.30	43	41	4	4	12	39	39	2
ceb_g_516ea473918fe6126b9f	cea_g_588e4b4c079982c00418	0.40	43	44	2	2	15	41	41	3
ceb_g_129865fa9f3cb37adc60	cea_g_588e4b4c079982c00418	0.50	43	40	6	3	11	37	37	3
ceb_g_cf84b73a6317a5064837	cea_g_588e4b4c079982c00418	0.60	43	44	3	8	23	40	40	4
ceb_g_f5953ea30f612982d982	cea_g_5938283b32a76e9a5df0	0.10	55	56	0	1	1	55	55	1
ceb_g_b8cdf2a398df6ee1a74c	cea_g_5938283b32a76e9a5df0	0.20	55	56	1	2	5	54	52	2
ceb_g_ed742e66542b155926f1	cea_g_5938283b32a76e9a5df0	0.30	55	52	5	1	15	50	50	2
ceb_g_ea9ea5950afd3411ae4a	cea_g_5938283b32a76e9a5df0	0.40	55	52	6	4	17	49	48	3
ceb_g_f284ad7a729e25fe8dee	cea_g_5938283b32a76e9a5df0	0.50	55	55	4	4	27	51	51	4
ceb_g_a496f6ac5782b47b7225	cea_g_5938283b32a76e9a5df0	0.60	55	52	8	4	30	47	47	5
ceb_g_2104b6ab8e1db20302c0	cea_g_5a05839bf84cb22e6435	0.10	52	52	1	1	4	51	49	1
ceb_g_2d7e9036a3fe0d291db3	cea_g_5a05839bf84cb22e6435	0.20	52	53	1	1	9	51	51	2
ceb_g_f37a15dd4e3e17b5be07	cea_g_5a05839bf84cb22e6435	0.30	52	52	2	3	11	50	48	2
ceb_g_157cd94a1df2636b135a	cea_g_5a05839bf84cb22e6435	0.40	52	52	3	3	15	49	48	3
ceb_g_7d5dba6f380c83c90612	cea_g_5a05839bf84cb22e6435	0.50	52	46	10	3	17	42	42	4
ceb_g_6af19cbd9febd2e7eab2	cea_g_5a05839bf84cb22e6435	0.60	52	54	3	5	32	49	49	5
ceb_g_b7003afa129dd71e1724	cea_g_5a51986f9545167e1aa3	0.10	62	62	1	2	4	61	60	1
ceb_g_1790e1fb7e411be71a18	cea_g_5a51986f9545167e1aa3	0.20	62	57	7	1	14	55	55	2
ceb_g_17ae7811bb3c90ea4684	cea_g_5a51986f9545167e1aa3	0.30	62	62	3	4	13	59	58	3
ceb_g_47b22f85da1701d0b8bc	cea_g_5a51986f9545167e1aa3	0.40	62	60	6	3	20	56	56	4
ceb_g_38149ee303f5b30f3af4	cea_g_5a51986f9545167e1aa3	0.50	62	62	5	6	31	57	56	5
ceb_g_e4d856673802da25b230	cea_g_5a51986f9545167e1aa3	0.60	62	55	13	6	26	49	49	6
ceb_g_b213001760bffbbfd1e7	cea_g_5a73f5f80b8a02c50b77	0.10	55	56	0	0	4	55	55	1
ceb_g_fa870540c6525fa4fb6a	cea_g_5a73f5f80b8a02c50b77	0.20	55	53	4	1	11	51	51	2
ceb_g_30b1e856928e04ac3a91	cea_g_5a73f5f80b8a02c50b77	0.30	55	54	3	3	14	52	52	2
ceb_g_4f612ec6b63a76719086	cea_g_5a73f5f80b8a02c50b77	0.40	55	52	6	3	18	49	48	3
ceb_g_6844afbd023880403c3f	cea_g_5a73f5f80b8a02c50b77	0.50	55	54	5	3	32	50	49	4
ceb_g_aed04f5037c68575915f	cea_g_5a73f5f80b8a02c50b77	0.60	55	52	8	7	30	47	47	5
ceb_g_62e39d0b9a391d8a21e3	cea_g_5b1956ac0ce9e8f9fcda	0.10	48	49	0	0	6	48	47	1
ceb_g_55acaa3305cd7ef6d619	cea_g_5b1956ac0ce9e8f9fcda	0.20	48	47	2	1	12	46	46	1
ceb_g_9eee4c471187443384c1	cea_g_5b1956ac0ce9e8f9fcda	0.30	48	46	4	2	13	44	44	2
ceb_g_678d3f4208a9fe343c4e	cea_g_5b1956ac0ce9e8f9fcda	0.40	48	47	4	7	16	44	44	3
ceb_g_deba815d94718105fa03	cea_g_5b1956ac0ce9e8f9fcda	0.50	48	47	5	4	24	43	43	4
ceb_g_eb2517daed96c8bbd28e	cea_g_5b1956ac0ce9e8f9fcda	0.60	48	47	5	5	25	43	43	4
ceb_g_b2a943596401fc4073df	cea_g_5b279bd3d247084c99e1	0.10	54	54	1	1	6	53	50	1
ceb_g_d9ceea89342b71e2f7ee	cea_g_5b279bd3d247084c99e1	0.20	54	56	0	0	9	54	54	2
ceb_g_7007cfe18398e9c7006f	cea_g_5b279bd3d247084c99e1	0.30	54	54	2	4	15	52	52	2
