group_id	base_group_id	perturbation_level	base_sessions	output_sessions	dropped_sessions	substituted_sessions	rotated_endpoints	jittered_sessions	payload_changed_sessions	background_sessions
ceb_g_6acd9b432a340aaffdc0	cea_g_d917ec7916fd717aeb86	0.50	64	60	9	4	34	55	55	5
ceb_g_dddcafd5e46a4f5b79c2	cea_g_d917ec7916fd717aeb86	0.60	64	60	10	6	28	54	54	6
ceb_g_6e8f8558d60a7d533d38	cea_g_d91e64d30c6afd8eead6	0.10	50	51	0	1	1	50	50	1
ceb_g_fade97987ed5d9e38bcb	cea_g_d91e64d30c6afd8eead6	0.20	50	50	2	2	10	48	48	2
ceb_g_acb61bd9b59ab6aa156b	cea_g_d91e64d30c6afd8eead6	0.30	50	50	2	2	20	48	48	2
ceb_g_051d67cf51ed02cd81f7	cea_g_d91e64d30c6afd8eead6	0.40	50	49	4	5	15	46	46	3
ceb_g_6f38a62d46c10f59db72	cea_g_d91e64d30c6afd8eead6	0.50	50	46	8	3	19	42	42	4
ceb_g_d8aa614188531ab22aef	cea_g_d91e64d30c6afd8eead6	0.60	50	47	7	2	28	43	42	4
ceb_g_2edbe405c4872ffb0f63	cea_g_d98d23a76d47f337e44d	0.10	49	50	0	0	3	49	49	1
ceb_g_7402d435d3d28ac2baa4	cea_g_d98d23a76d47f337e44d	0.20	49	48	2	2	11	47	47	1
ceb_g_30d9b82990726c0f5feb	cea_g_d98d23a76d47f337e44d	0.30	49	48	3	3	10	46	46	2
ceb_g_c7d6ab93e56ce98b409d	cea_g_d98d23a76d47f337e44d	0.40	49	49	3	4	16	46	45	3
ceb_g_1a555d8b62722b37edd6	cea_g_d98d23a76d47f337e44d	0.50	49	46	7	5	21	42	42	4
ceb_g_10053be842ea3d136186	cea_g_d98d23a76d47f337e44d	0.60	49	46	7	5	23	42	42	4
ceb_g_63bbdac7f7c5ed6d6bf2	cea_g_d9adfa84aa7a26a520d6	0.10	61	60	2	3	5	59	58	1
ceb_g_a2e384981db61aa25f34	cea_g_d9adfa84aa7a26a520d6	0.20	61	60	3	0	18	58	58	2
ceb_g_7cebe7faa88ea13b6c4f	cea_g_d9adfa84aa7a26a520d6	0.30	61	59	5	3	20	56	56	3
ceb_g_02fbcb1a2d3b099134fb	cea_g_d9adfa84aa7a26a520d6	0.40	61	62	3	5	27	58	58	4
ceb_g_9fcb8d3945eea498995b	cea_g_d9adfa84aa7a26a520d6	0.50	61	60	6	2	32	55	55	5
ceb_g_89a46eff7ac023ef93c9	cea_g_d9adfa84aa7a26a520d6	0.60	61	56	10	5	18	51	51	5
ceb_g_1a73442bc892485da794	cea_g_d9e23fdccc80fbaf65ad	0.10	59	60	0	1	6	59	58	1
ceb_g_e2445c954b17dc516605	cea_g_d9e23fdccc80fbaf65ad	0.20	59	57	4	3	13	55	55	2
ceb_g_b3675048b5c362c001ec	cea_g_d9e23fdccc80fbaf65ad	0.30	59	56	6	0	15	53	53	3
ceb_g_255f61ca84398a66b16d	cea_g_d9e23fdccc80fbaf65ad	0.40	59	58	5	4	23	54	54	4
ceb_g_18957db74a9dcb2cfce9	cea_g_d9e23fdccc80fbaf65ad	0.50	59	55	8	4	31	51	51	4
ceb_g_e3f84f78da2f5d210c79	cea_g_d9e23fdccc80fbaf65ad	0.60	59	59	5	5	28	54	54	5
ceb_g_863f767b44ae29a4ece5	cea_g_dae9526e60fd7fccc967	0.10	57	58	0	1	6	57	56	1
ceb_g_a4a998d81c59774110b6	cea_g_dae9526e60fd7fccc967	0.20	57	55	4	1	13	53	53	2
ceb_g_5342e2c7fed0437feda4	cea_g_dae9526e60fd7fccc967	0.30	57	56	4	1	20	53	52	3
ceb_g_4eb143f6840ad0dfc33d	cea_g_dae9526e60fd7fccc967	0.40	57	55	5	2	25	52	52	3
ceb_g_75665d0f4985c6769a73	cea_g_dae9526e60fd7fccc967	0.50	57	50	11	2	23	46	46	4
ceb_g_afbfdc6b255a755341d8	cea_g_dae9526e60fd7fccc967	0.60	57	56	6	6	35	51	51	5
ceb_g_39f12b2b24090e05cb3d	cea_g_db50e4b6043b30fcb0a4	0.10	57	56	2	2	3	55	55	1
ceb_g_1027fa11a7b616c5e7bb	cea_g_db50e4b6043b30fcb0a4	0.20	57	57	2	0	10	55	54	2
ceb_g_4c8b452cf5ac731292a6	cea_g_db50e4b6043b30fcb0a4	0.30	57	54	6	2	10	51	51	3
ceb_g_01efbe3f0e1e1f199bb0	cea_g_db50e4b6043b30fcb0a4	0.40	57	58	2	5	17	55	53	3
ceb_g_acc9b9243b9ce786fc38	cea_g_db50e4b6043b30fcb0a4	0.50	57	59	2	1	28	55	55	4
ceb_g_52c26d7efbaba416acf1	cea_g_db50e4b6043b30fcb0a4	0.60	57	54	8	6	34	49	49	5
ceb_g_7a09fa27f9c54684ad15	cea_g_db6610d202fdef87d984	0.10	44	45	0	0	6	44	43	1
ceb_g_456fe20f16f4c5d1d179	cea_g_db6610d202fdef87d984	0.20	44	43	2	2	7	42	41	1
ceb_g_01efa8f325b2143bbac7	cea_g_db6610d202fdef87d984	0.30	44	42	4	1	14	40	40	2
ceb_g_357836e8060544136c1c	cea_g_db6610d202fdef87d984	0.40	44	43	4	2	16	40	40	3
ceb_g_012a1e10587414e67eea	cea_g_db6610d202fdef87d984	0.50	44	44	3	1	22	41	41	3
ceb_g_3e19bf478d52789266f7	cea_g_db6610d202fdef87d984	0.60	44	40	8	1	20	36	36	4
ceb_g_0b5bf9281f84a70e2d82	cea_g_dba885b4e2cfcb64e2ca	0.10	57	55	3	1	4	54	54	1
ceb_g_79ee7cb06c963a9b874e	cea_g_dba885b4e2cfcb64e2ca	0.20	57	59	0	1	15	57	56	2
ceb_g_cecffc16aee27a7c82cc	cea_g_dba885b4e2cfcb64e2ca	0.30	57	56	4	6	15	53	53	3
ceb_g_36ef2e68ec42d10e1252	cea_g_dba885b4e2cfcb64e2ca	0.40	57	56	4	2	25	53	53	3
ceb_g_de604e625e3922464445	cea_g_dba885b4e2cfcb64e2ca	0.50	57	56	5	1	23	52	52	4
ceb_g_466a1e8da0321cb5b0b6	cea_g_dba885b4e2cfcb64e2ca	0.60	57	53	9	5	28	48	48	5
ceb_g_c20621f245dd9a895b03	cea_g_dc139552e86c871e08e4	0.10	52	52	1	0	10	51	50	1
ceb_g_1996b01168082cdc0ff2	cea_g_dc139552e86c871e08e4	0.20	52	50	4	1	8	48	48	2
ceb_g_4d6af95ee600602f786c	cea_g_dc139552e86c871e08e4	0.30	52	49	5	2	11	47	47	2
ceb_g_c7a9763335277bc0410c	cea_g_dc139552e86c871e08e4	0.40	52	53	2	6	24	50	49	3
ceb_g_890cb71428353a974bf6	cea_g_dc139552e86c871e08e4	0.50	52	47	9	2	25	43	43	4
ceb_g_0b9fdc99d7df22141b11	cea_g_dc139552e86c871e08e4	0.60	52	53	4	2	25	48	48	5
ceb_g_d270bb29d6c36b30778d	cea_g_dc407d1c2d260b97134c	0.10	48	48	1	0	3	47	46	1
ceb_g_4514df5bcde2ebddbf05	cea_g_dc407d1c2d260b97134c	0.20	48	48	1	2	11	47	47	1
ceb_g_a18f5ebb2028f061760b	cea_g_dc407d1c2d260b97134c	0.30	48	48	2	4	10	46	46	2
ceb_g_9716ee51ead1d35cef83	cea_g_dc407d1c2d260b97134c	0.40	48	47	4	1	22	44	44	3
ceb_g_9be931b06f7538c0f7bc	cea_g_dc407d1c2d260b97134c	0.50	48	50	2	4	25	46	46	4
ceb_g_83198b849ac3aae1ceb5	cea_g_dc407d1c2d260b97134c	0.60	48	46	6	3	21	42	42	4
ceb_g_0eb75ace01ce382b8b88	cea_g_dc60134f1369ac7e92e3	0.10	58	59	0	2	4	58	58	1
ceb_g_3a65cd9e8c4ac936f61e	cea_g_dc60134f1369ac7e92e3	0.20	58	58	2	2	12	56	56	2
ceb_g_7f22852edf7ecd3be7a5	cea_g_dc60134f1369ac7e92e3	0.30	58	58	3	3	19	55	55	3
ceb_g_a5dc7169d770b19de942	cea_g_dc60134f1369ac7e92e3	0.40	58	55	6	2	20	52	52	3
ceb_g_0720a33831a46b7873d6	cea_g_dc60134f1369ac7e92e3	0.50	58	52	10	4	27	48	47	4
ceb_g_e704b67d08d561f51129	cea_g_dc60134f1369ac7e92e3	0.60	58	53	10	4	25	48	48	5
ceb_g_454d2c4270024bfa5758	cea_g_dd479b9e29ed51dd8f66	0.10	58	58	1	1	3	57	55	1
ceb_g_085efa37ad088a8ba78a	cea_g_dd479b9e29ed51dd8f66	0.20	58	58	2	1	10	56	56	2
ceb_g_3dc311d147e0d071a647	cea_g_dd479b9e29ed51dd8f66	0.30	58	57	4	3	15	54	54	3
ceb_g_16d1f33e6b7a64464a18	cea_g_dd479b9e29ed51dd8f66	0.40	58	57	4	3	26	54	54	3
ceb_g_88bbc4c01a415bf42657	cea_g_dd479b9e29ed51dd8f66	0.50	58	59	3	7	31	55	53	4
ceb_g_f80958aebec5bd8d91f4	cea_g_dd479b9e29ed51dd8f66	0.60	58	53	10	7	31	48	48	5
ceb_g_bd7c0a723ce2806cdc83	cea_g_dd79d79f8e1fd7fe3b8c	0.10	67	66	2	1	4	65	64	1
ceb_g_a492559e2de5f2e423bd	cea_g_dd79d79f8e1fd7fe3b8c	0.20	67	66	3	3	10	64	64	2
ceb_g_6966518a035419cb5a2e	cea_g_dd79d79f8e1fd7fe3b8c	0.30	67	65	5	5	22	62	62	3
ceb_g_d9e7b8ffcee2f1b4a793	cea_g_dd79d79f8e1fd7fe3b8c	0.40	67	62	9	3	25	58	57	4
ceb_g_6a82cf77c9d53b111728	cea_g_dd79d79f8e1fd7fe3b8c	0.50	67	68	4	5	34	63	63	5
ceb_g_4a82f8165c79bf5ae36c	cea_g_dd79d79f8e1fd7fe3b8c	0.60	67	65	8	4	28	59	59	6
ceb_g_e2e6649a9a30d6f8bf8a	cea_g_dd85ff7d02002b0281c0	0.10	41	41	1	1	3	40	40	1
ceb_g_26a9d1b317cbeaf6a9c1	cea_g_dd85ff7d02002b0281c0	0.20	41	38	4	2	6	37	37	1
ceb_g_cbc4a50e26d9a9bfdb6d	cea_g_dd85ff7d02002b0281c0	0.30	41	39	4	0	13	37	37	2
ceb_g_7c4e6cf917f6428868c0	cea_g_dd85ff7d02002b0281c0	0.40	41	40	3	4	15	38	38	2
ceb_g_6b40be9388285a3b8d4f	cea_g_dd85ff7d02002b0281c0	0.50	41	41	3	3	17	38	38	3
ceb_g_63837c0e837b2e4c246e	cea_g_dd85ff7d02002b0281c0	0.60	41	43	2	4	24	39	39	4
ceb_g_0d0eaf829438d304a8a4	cea_g_ddba56a46ea66488bbce	0.10	54	54	1	2	4	53	52	1
ceb_g_3f0a2094bee017534cdf	cea_g_ddba56a46ea66488bbce	0.20	54	55	1	2	12	53	52	2
ceb_g_7b54efa45a7f2c60b8c4	cea_g_ddba56a46ea66488bbce	0.30	54	56	0	4	18	54	53	2
ceb_g_68a82e0214c203a9e8f5	cea_g_ddba56a46ea66488bbce	0.40	54	54	3	1	22	51	51	3
ceb_g_fab67fea083dda1058aa	cea_g_ddba56a46ea66488bbce	0.50	54	54	4	5	25	50	50	4
ceb_g_c68180060d2aa9a81b7b	cea_g_ddba56a46ea66488bbce	0.60	54	54	5	6	26	49	49	5
ceb_g_6fb8b5e69bd539e8f7d3	cea_g_ded94f62aed9053dd384	0.10	65	65	1	2	10	64	63	1
ceb_g_d5c2f3a823fee8fef914	cea_g_ded94f62aed9053dd384	0.20	65	65	2	2	13	63	63	2
ceb_g_2548ac22553bfe0dcf0e	cea_g_ded94f62aed9053dd384	0.30	65	64	4	2	15	61	61	3
ceb_g_7890e511e735ec3b41ba	cea_g_ded94f62aed9053dd384	0.40	65	64	5	5	28	60	60	4
ceb_g_a780874299b462b4c387	cea_g_ded94f62aed9053dd384	0.50	65	66	4	3	29	61	60	5
ceb_g_c765d52e2a60dd27f17d	cea_g_ded94f62aed9053dd384	0.60	65	66	5	3	31	60	60	6
ceb_g_b997f986b0f191ec80af	cea_g_df02730ba01da0ea3093	0.10	57	58	0	0	10	57	57	1
ceb_g_2f17754dbd8ded722398	cea_g_df02730ba01da0ea3093	0.20	57	57	2	4	16	55	54	2
ceb_g_106d85f132282ae39437	cea_g_df02730ba01da0ea3093	0.30	57	57	3	4	15	54	54	3
ceb_g_91e3954fdf300a51501c	cea_g_df02730ba01da0ea3093	0.40	57	53	7	2	27	50	50	3
ceb_g_d652a22e9aa2fd2d78cd	cea_g_df02730ba01da0ea3093	0.50	57	59	2	4	27	55	54	4
ceb_g_f2dc0097ffdbd5282861	cea_g_df02730ba01da0ea3093	0.60	57	56	6	8	27	51	51	5
ceb_g_b5beec4a0b8850540a85	cea_g_df79b1e1f5769a01232e	0.10	50	49	2	0	4	48	48	1
ceb_g_ec78bbc6020a94e6b6a5	cea_g_df79b1e1f5769a01232e	0.20	50	51	1	1	12	49	48	2
ceb_g_b6fd4ec171d2e61e4ddc	cea_g_df79b1e1f5769a01232e	0.30	50	49	3	2	14	47	46	2
ceb_g_34f0a5cea2185dc083cf	cea_g_df79b1e1f5769a01232e	0.40	50	49	4	2	17	46	46	3
ceb_g_3b35a74f79be3f196ab5	cea_g_df79b1e1f5769a01232e	0.50	50	45	9	2	19	41	40	4
ceb_g_5f854c076b1ef5768f95	cea_g_df79b1e1f5769a01232e	0.60	50	46	8	5	22	42	41	4
ceb_g_4be03f2763ad8cf4a6b8	cea_g_e08334997d2028e88420	0.10	55	56	0	1	7	55	54	1
ceb_g_3393b4bbd7b4822ca545	cea_g_e08334997d2028e88420	0.20	55	56	1	0	8	54	53	2
ceb_g_bf3c525a18a4e44ed0d0	cea_g_e08334997d2028e88420	0.30	55	54	3	3	15	52	51	2
ceb_g_58e71830be042d1a6667	cea_g_e08334997d2028e88420	0.40	55	55	3	2	22	52	52	3
ceb_g_90cfeb18fd1241792a1b	cea_g_e08334997d2028e88420	0.50	55	53	6	4	25	49	49	4
ceb_g_8105c147d2f9fce2f2dd	cea_g_e08334997d2028e88420	0.60	55	53	7	4	31	48	48	5
ceb_g_fe4c2b326cbd28146348	cea_g_e096512e85d4a46d2d35	0.10	53	54	0	0	8	53	50	1
ceb_g_b79b3cc35288c8623735	cea_g_e096512e85d4a46d2d35	0.20	53	55	0	4	9	53	52	2
ceb_g_2a19b8ddabeff0c3458c	cea_g_e096512e85d4a46d2d35	0.30	53	51	4	1	13	49	49	2
ceb_g_2de91c2772e66ba5676c	cea_g_e096512e85d4a46d2d35	0.40	53	50	6	1	22	47	47	3
ceb_g_8db89f682da9be761fc7	cea_g_e096512e85d4a46d2d35	0.50	53	53	4	5	25	49	49	4
ceb_g_7d7a12ddfc0899f80f32	cea_g_e096512e85d4a46d2d35	0.60	53	55	3	4	30	50	50	5
ceb_g_c1233ad1cc02341b104c	cea_g_e0f04457f66021c40dd9	0.10	55	56	0	2	4	55	54	1
ceb_g_b7e1251e2ca79a51838b	cea_g_e0f04457f66021c40dd9	0.20	55	56	1	4	7	54	54	2
ceb_g_029ff6397356b0cc6ce8	cea_g_e0f04457f66021c40dd9	0.30	55	52	5	2	15	50	50	2
ceb_g_9dc1279d170cf59e8281	cea_g_e0f04457f66021c40dd9	0.40	55	52	6	2	21	49	49	3
ceb_g_13c7eec9fea231a17a7e	cea_g_e0f04457f66021c40dd9	0.50	55	55	4	2	33	51	51	4
ceb_g_1b7ef7e68a50f1de97f5	cea_g_e0f04457f66021c40dd9	0.60	55	53	7	4	29	48	48	5
ceb_g_134de5097ef455bb598d	cea_g_e1208bd74edf89ec7f0a	0.10	44	44	1	1	4	43	43	1
ceb_g_2cfac9beb7fda08c6ea7	cea_g_e1208bd74edf89ec7f0a	0.20	44	43	2	1	8	42	42	1
ceb_g_803d4fc34a68653fb2d5	cea_g_e1208bd74edf89ec7f0a	0.30	44	45	1	5	19	43	43	2
ceb_g_08ad559adde9b38c109c	cea_g_e1208bd74edf89ec7f0a	0.40	44	44	3	2	10	41	41	3
ceb_g_2f7878fdfb88db5ef7e5	cea_g_e1208bd74edf89ec7f0a	0.50	44	45	2	3	23	42	42	3
ceb_g_cf370d3680a7693d68f6	cea_g_e1208bd74edf89ec7f0a	0.60	44	43	5	1	29	39	39	4
ceb_g_13772beb06f7991b158c	cea_g_e12215aa2e34e8e7aa23	0.10	57	56	2	0	5	55	53	1
ceb_g_1cc5ce0e67cb4024805b	cea_g_e12215aa2e34e8e7aa23	0.20	57	57	2	3	8	55	55	2
ceb_g_46fdee99d83d9ae37948	cea_g_e12215aa2e34e8e7aa23	0.30	57	55	5	3	16	52	52	3
ceb_g_e6eaa479b2787f3b837b	cea_g_e12215aa2e34e8e7aa23	0.40	57	55	5	2	20	52	52	3
ceb_g_0d40a1351c8232c2e998	cea_g_e12215aa2e34e8e7aa23	0.50	57	58	3	6	18	54	54	4
ceb_g_b615d98950a1c9cc8f53	cea_g_e12215aa2e34e8e7aa23	0.60	57	52	10	5	23	47	47	5
ceb_g_44b5051ae3098493a6ec	cea_g_e1f53378e411d463e595	0.10	62	60	3	3	9	59	58	1
ceb_g_70ffa4e100f4820ef99c	cea_g_e1f53378e411d463e595	0.20	62	63	1	3	10	61	61	2
ceb_g_5e8e5f16877540fb0b75	cea_g_e1f53378e411d463e595	0.30	62	61	4	2	23	58	58	3
ceb_g_b852e16edfe0a3f137c6	cea_g_e1f53378e411d463e595	0.40	62	60	6	4	24	56	55	4
ceb_g_dff726fbf6d4ad450bfc	cea_g_e1f53378e411d463e595	0.50	62	61	6	3	32	56	56	5
ceb_g_2d8adc805e6069006351	cea_g_e1f53378e411d463e595	0.60	62	57	11	3	30	51	51	6
ceb_g_e07462c6293a3a64d33d	cea_g_e29ac59c470f2064c575	0.10	51	52	0	2	2	51	50	1
ceb_g_289cf73df2f731b715d4	cea_g_e29ac59c470f2064c575	0.20	51	51	2	2	11	49	49	2
ceb_g_eaffc2e9a265e3c5ab66	cea_g_e29ac59c470f2064c575	0.30	51	50	3	6	14	48	48	2
ceb_g_c2bd7586ef9a2670cf0b	cea_g_e29ac59c470f2064c575	0.40	51	51	3	4	19	48	47	3
ceb_g_53335966d00df3ba47a8	cea_g_e29ac59c470f2064c575	0.50	51	51	4	5	22	47	47	4
ceb_g_029fba39469672d8ef76	cea_g_e29ac59c470f2064c575	0.60	51	46	10	5	23	41	41	5
ceb_g_4707d07d6f1f760622ed	cea_g_e382d2dba137845ab7c4	0.10	54	55	0	0	3	54	53	1
ceb_g_2e41aff04b9e19236e5d	cea_g_e382d2dba137845ab7c4	0.20	54	53	3	2	9	51	51	2
ceb_g_6df2fc254534942e9a23	cea_g_e382d2dba137845ab7c4	0.30	54	55	1	1	13	53	51	2
ceb_g_968ea2024b8b733f55ea	cea_g_e382d2dba137845ab7c4	0.40	54	51	6	3	16	48	48	3
ceb_g_b1d699ad9fed861ee698	cea_g_e382d2dba137845ab7c4	0.50	54	52	6	3	16	48	48	4
ceb_g_938f953600159719adfe	cea_g_e382d2dba137845ab7c4	0.60	54	54	5	3	28	49	49	5
ceb_g_eb5541a3810aa48d047f	cea_g_e39a3defe16310b5561b	0.10	60	61	0	3	5	60	59	1
ceb_g_af9444d315842ff3a706	cea_g_e39a3defe16310b5561b	0.20	60	60	2	3	15	58	58	2
ceb_g_cd84f05e20a3b2d0fe11	cea_g_e39a3defe16310b5561b	0.30	60	59	4	2	15	56	55	3
ceb_g_c6d04a88b13fda08b574	cea_g_e39a3defe16310b5561b	0.40	60	54	10	4	22	50	50	4
ceb_g_677c781df01bc5425411	cea_g_e39a3defe16310b5561b	0.50	60	60	4	6	25	56	56	4
ceb_g_bbce6e7e5caf0208bd0d	cea_g_e39a3defe16310b5561b	0.60	60	55	10	5	27	50	50	5
ceb_g_c627b2c65853c3283f30	cea_g_e3bf889a0ec26bc104d3	0.10	41	40	2	0	6	39	39	1
ceb_g_b3ff3d1a78845b1a825c	cea_g_e3bf889a0ec26bc104d3	0.20	41	41	1	3	7	40	40	1
ceb_g_02dd2a298144888fecea	cea_g_e3bf889a0ec26bc104d3	0.30	41	41	2	3	11	39	39	2
ceb_g_9eab9275213949b78eaa	cea_g_e3bf889a0ec26bc104d3	0.40	41	40	3	4	13	38	38	2
ceb_g_60fb8ac9bc4239b8f0b7	cea_g_e3bf889a0ec26bc104d3	0.50	41	41	3	3	19	38	37	3
ceb_g_4aeafe8b5aff34aac2b1	cea_g_e3bf889a0ec26bc104d3	0.60	41	39	6	4	19	35	35	4
ceb_g_bb7cde4ef17238276431	cea_g_e4455135d756d7747d05	0.10	41	40	2	0	6	39	37	1
ceb_g_beddbf7cc37be4b05525	cea_g_e4455135d756d7747d05	0.20	41	41	1	0	7	40	40	1
ceb_g_fbf230593efe86cc6650	cea_g_e4455135d756d7747d05	0.30	41	42	1	0	12	40	40	2
ceb_g_e1a7fc6e39642aaf5ca5	cea_g_e4455135d756d7747d05	0.40	41	42	1	2	16	40	40	2
ceb_g_7c96ec3486243efe1518	cea_g_e4455135d756d7747d05	0.50	41	40	4	4	23	37	37	3
ceb_g_f1eae1cf2df3f337ddca	cea_g_e4455135d756d7747d05	0.60	41	41	4	0	25	37	37	4
ceb_g_35593d8b5ce32f577f48	cea_g_e450277e1ab0f0c25ff1	0.10	54	54	1	2	6	53	52	1
ceb_g_95821e9c3ec3b4a5a951	cea_g_e450277e1ab0f0c25ff1	0.20	54	52	4	2	8	50	50	2
ceb_g_f1b5a9d5d03f121b001e	cea_g_e450277e1ab0f0c25ff1	0.30	54	54	2	3	13	52	52	2
ceb_g_04b4196619a1097a1a49	cea_g_e450277e1ab0f0c25ff1	0.40	54	50	7	4	19	47	46	3
ceb_g_074c244e7258e4394312	cea_g_e450277e1ab0f0c25ff1	0.50	54	49	9	3	22	45	45	4
ceb_g_661ec447d82a86a8a26d	cea_g_e450277e1ab0f0c25ff1	0.60	54	52	7	8	27	47	47	5
ceb_g_e4a7700fcec45f2c8b03	cea_g_e51c6cd1daee3ff81f4c	0.10	56	57	0	1	8	56	56	1
ceb_g_3d5a58177ae20a9242be	cea_g_e51c6cd1daee3ff81f4c	0.20	56	55	3	1	9	53	52	2
ceb_g_cb0a4f683197c300bc89	cea_g_e51c6cd1daee3ff81f4c	0.30	56	55	4	2	18	52	52	3
ceb_g_83e5a5543df276997322	cea_g_e51c6cd1daee3ff81f4c	0.40	56	56	3	3	16	53	53	3
ceb_g_749111edb0b0cb9e1231	cea_g_e51c6cd1daee3ff81f4c	0.50	56	52	8	6	25	48	48	4
ceb_g_3b6036c0681da8aac50c	cea_g_e51c6cd1daee3ff81f4c	0.60	56	54	7	2	31	49	47	5
ceb_g_8b8f64876b09d204c362	cea_g_e54cbd1eadfcbe362241	0.10	58	58	1	2	7	57	56	1
ceb_g_80bf2e761848e98cde9c	cea_g_e54cbd1eadfcbe362241	0.20	58	57	3	2	17	55	54	2
ceb_g_77c4b742e5c86376bbda	cea_g_e54cbd1eadfcbe362241	0.30	58	59	2	0	18	56	55	3
ceb_g_815e21204190694e9de8	cea_g_e54cbd1eadfcbe362241	0.40	58	56	5	3	26	53	53	3
ceb_g_d932ad7e886196f0b175	cea_g_e54cbd1eadfcbe362241	0.50	58	57	5	4	27	53	53	4
ceb_g_927b2165c703595833a3	cea_g_e54cbd1eadfcbe362241	0.60	58	54	9	6	29	49	49	5
ceb_g_ff34c9a76511701bb2ef	cea_g_e576d41a2e0d9b332d73	0.10	45	46	0	1	4	45	44	1
ceb_g_729ae606fabfe94e0a7b	cea_g_e576d41a2e0d9b332d73	0.20	45	46	0	0	12	45	43	1
ceb_g_ac40a1a8f07297115175	cea_g_e576d41a2e0d9b332d73	0.30	45	43	4	2	10	41	40	2
ceb_g_227a98b6826a9c096d54	cea_g_e576d41a2e0d9b332d73	0.40	45	47	1	4	18	44	44	3
ceb_g_e05984681c3a8a439e62	cea_g_e576d41a2e0d9b332d73	0.50	45	44	4	5	21	41	41	3
ceb_g_750f4f8a8ed65a07c9b4	cea_g_e576d41a2e0d9b332d73	0.60	45	43	6	4	24	39	39	4
ceb_g_c9896d12af7666ffae69	cea_g_e5b496dd70af6d27495c	0.10	47	47	1	1	5	46	46	1
ceb_g_ceb27fccc521185c1ed4	cea_g_e5b496dd70af6d27495c	0.20	47	48	0	2	13	47	47	1
ceb_g_e34c9d75e73395cffa5a	cea_g_e5b496dd70af6d27495c	0.30	47	46	3	4	12	44	44	2
ceb_g_c674ff73fcb52a0c97ae	cea_g_e5b496dd70af6d27495c	0.40	47	45	5	4	15	42	42	3
ceb_g_d82fc6c3b2e535e57ef2	cea_g_e5b496dd70af6d27495c	0.50	47	44	7	3	19	40	40	4
ceb_g_22197bcd2150ce680d95	cea_g_e5b496dd70af6d27495c	0.60	47	47	4	2	28	43	43	4
ceb_g_69bd3fdbdfeedb9de158	cea_g_e6e0b6f592f5e176d5b8	0.10	60	61	0	1	3	60	59	1
ceb_g_7977ba1880113fcb4e89	cea_g_e6e0b6f592f5e176d5b8	0.20	60	61	1	0	12	59	58	2
ceb_g_4fc57f2189c3aed6f4b9	cea_g_e6e0b6f592f5e176d5b8	0.30	60	57	6	5	14	54	54	3
ceb_g_805b4e16ae96bab869d2	cea_g_e6e0b6f592f5e176d5b8	0.40	60	59	5	2	19	55	53	4
ceb_g_e33b228dafe70612696c	cea_g_e6e0b6f592f5e176d5b8	0.50	60	57	7	2	29	53	52	4
ceb_g_cd58c65b178270f79703	cea_g_e6e0b6f592f5e176d5b8	0.60	60	58	7	3	33	53	53	5
ceb_g_7c01df3edb0b6f5304b3	cea_g_e7a0ccaa1e7a3dbec8d1	0.10	44	43	2	0	3	42	42	1
ceb_g_24e0024ea3f3452422b2	cea_g_e7a0ccaa1e7a3dbec8d1	0.20	44	43	2	1	4	42	42	1
ceb_g_e5de1cdf8b189f77ee4d	cea_g_e7a0ccaa1e7a3dbec8d1	0.30	44	46	0	2	10	44	44	2
ceb_g_c9232ac6c8460da8cc5e	cea_g_e7a0ccaa1e7a3dbec8d1	0.40	44	44	3	5	18	41	41	3
ceb_g_4f76e1758f46f739f370	cea_g_e7a0ccaa1e7a3dbec8d1	0.50	44	44	3	1	22	41	41	3
ceb_g_33e147cf6f9520946515	cea_g_e7a0ccaa1e7a3dbec8d1	0.60	44	40	8	4	20	36	34	4
ceb_g_7a358db14098f454865c	cea_g_e7af15f6321be9e1b3f1	0.10	53	53	1	2	7	52	52	1
ceb_g_dee75ef21c92ca63e8f5	cea_g_e7af15f6321be9e1b3f1	0.20	53	53	2	3	11	51	49	2
ceb_g_96a984ac240007927559	cea_g_e7af15f6321be9e1b3f1	0.30	53	52	3	3	19	50	49	2
ceb_g_eca4bff4527b03c317cb	cea_g_e7af15f6321be9e1b3f1	0.40	53	53	3	2	21	50	50	3
ceb_g_b51afe66128d47b781f8	cea_g_e7af15f6321be9e1b3f1	0.50	53	54	3	5	24	50	50	4
ceb_g_9a4bd7f71826161c3629	cea_g_e7af15f6321be9e1b3f1	0.60	53	53	5	4	28	48	48	5
ceb_g_5f06fd5104d3869260db	cea_g_e7b2a404d8a73e5c3397	0.10	50	51	0	0	4	50	49	1
ceb_g_43dc29b818afa1580ee2	cea_g_e7b2a404d8a73e5c3397	0.20	50	50	2	1	9	48	47	2
ceb_g_9a25d134f2aeb5d49a22	cea_g_e7b2a404d8a73e5c3397	0.30	50	49	3	2	13	47	46	2
ceb_g_f9e7d2fb1d7f0ea21b56	cea_g_e7b2a404d8a73e5c3397	0.40	50	48	5	3	16	45	44	3
ceb_g_3ebe531122b66f764590	cea_g_e7b2a404d8a73e5c3397	0.50	50	49	5	4	26	45	44	4
ceb_g_a9fefcb3337d839d24c2	cea_g_e7b2a404d8a73e5c3397	0.60	50	46	8	8	28	42	42	4
ceb_g_1a508ab355f6847c040d	cea_g_e7e663b97b833ad4d433	0.10	50	50	1	0	1	49	49	1
